	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_5135	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5136	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5137	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5138	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5139	NA	NA	NA	NA	NA	NA	NA
ASV_5140	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA
ASV_5141	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_5142	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5143	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5144	NA	NA	NA	NA	NA	NA	NA
ASV_5145	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter	NA
ASV_5146	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA
ASV_5147	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5148	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_5149	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA
ASV_5150	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Candidatus Accumulibacter	NA
ASV_5151	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_5152	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_5153	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5154	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga	NA
ASV_5155	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5156	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	NA	NA
ASV_5157	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_5158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5159	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	NA
ASV_5160	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_5161	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5162	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA	NA
ASV_5163	Bacteria	Actinobacteriota	Actinobacteria	Glycomycetales	Glycomycetaceae	NA	NA
ASV_5164	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_5165	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA	NA
ASV_5166	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_5167	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV_5168	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA
ASV_5169	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5170	NA	NA	NA	NA	NA	NA	NA
ASV_5171	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_5172	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5173	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	NA
ASV_5174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacillus	NA
ASV_5175	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_5176	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	NA
ASV_5177	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas	NA
ASV_5178	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_5179	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5180	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	NA
ASV_5181	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5182	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA
ASV_5183	Bacteria	Fibrobacterota	Chitinivibrionia	NA	NA	NA	NA
ASV_5184	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5185	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_5186	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_5187	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_5188	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_5189	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
ASV_5190	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
ASV_5191	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_5192	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5193	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_5194	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA
ASV_5195	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	NA
ASV_5196	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_5197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA
ASV_5198	Bacteria	Elusimicrobiota	Lineage IIc	NA	NA	NA	NA
ASV_5199	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	NA	NA	NA
ASV_5200	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
ASV_5201	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_5202	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5203	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	NA	NA
ASV_5204	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5205	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_5206	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA	NA
ASV_5207	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5208	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	NA
ASV_5209	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_5210	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_5211	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
ASV_5212	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV_5213	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_5214	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_5215	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_5216	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA	NA
ASV_5217	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA
ASV_5218	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_5219	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Murimonas	NA
ASV_5220	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV_5221	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	animalis
ASV_5222	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_5223	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_5224	Bacteria	Myxococcota	NA	NA	NA	NA	NA
ASV_5225	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5226	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	s74e-6049	NA	NA
ASV_5227	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5228	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5229	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_5230	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_5231	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_5232	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_5233	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_5234	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	NA
ASV_5235	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio	NA
ASV_5236	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_5237	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_5238	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Hyalangium	NA
ASV_5239	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
ASV_5240	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ASV_5241	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	NA
ASV_5242	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV_5243	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
ASV_5244	Bacteria	MBNT15	NA	NA	NA	NA	NA
ASV_5245	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_5246	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_5247	Bacteria	Myxococcota	Myxococcia	Myxococcales	NA	NA	NA
ASV_5248	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_5249	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA
ASV_5250	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	NA
ASV_5251	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA
ASV_5252	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
ASV_5253	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA
ASV_5254	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_5255	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_5256	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_5257	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	NA
ASV_5258	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA
ASV_5259	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	NA
ASV_5260	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_5261	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_5262	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Moellerella	NA
ASV_5263	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA
ASV_5264	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_5265	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA	NA
ASV_5266	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas	NA
ASV_5267	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5268	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_5269	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	NA	NA
ASV_5270	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA	NA
ASV_5271	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_5272	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5273	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_5274	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
ASV_5275	Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	Gracilibacter	NA	NA
ASV_5276	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_5277	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA	NA
ASV_5278	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5279	NA	NA	NA	NA	NA	NA	NA
ASV_5280	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	NA
ASV_5281	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5282	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV_5283	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5284	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA	NA
ASV_5285	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5286	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_5287	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_5288	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
ASV_5289	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5290	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA
ASV_5291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	NA
ASV_5292	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	NA
ASV_5293	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_5294	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	NA
ASV_5295	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5296	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	NA
ASV_5297	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Moellerella	NA
ASV_5298	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5299	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	NA
ASV_5300	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	NA
ASV_5301	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_5302	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_5303	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV_5304	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA	NA
ASV_5305	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_5306	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	NA
ASV_5307	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5308	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	NA
ASV_5309	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	NA
ASV_5310	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Allostreptomyces	NA
ASV_5311	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_5312	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_5313	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
ASV_5314	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA
ASV_5315	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	NA
ASV_5316	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	NA
ASV_5317	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5318	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_5319	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	limosum
ASV_5320	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_5321	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5322	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	NA
ASV_5323	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Stakelama	NA
ASV_5324	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_5325	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
ASV_5326	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	NA	NA
ASV_5327	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_5328	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA	NA
ASV_5329	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA
ASV_5330	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5331	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_5332	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004	NA
ASV_5333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_5334	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_5335	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_5336	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5337	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_5338	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	NA
ASV_5339	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_5340	NA	NA	NA	NA	NA	NA	NA
ASV_5341	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA
ASV_5342	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_5343	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Finegoldia	NA
ASV_5344	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV_5345	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neokomagataea	NA
ASV_5346	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neokomagataea	NA
ASV_5347	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_5348	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
ASV_5349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_5350	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	NA
ASV_5351	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_5352	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_5353	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_5354	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_5355	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neokomagataea	NA
ASV_5356	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_5357	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_5358	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA
ASV_5359	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_5360	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_5361	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_5362	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_5363	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_5364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_5365	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	NA
ASV_5366	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neokomagataea	NA
ASV_5367	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5368	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea	NA
ASV_5369	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_5370	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_5371	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA
ASV_5372	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	mortiferum
ASV_5373	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_5374	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_5375	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_5376	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_5377	NA	NA	NA	NA	NA	NA	NA
ASV_5378	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_5379	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	NA
ASV_5380	NA	NA	NA	NA	NA	NA	NA
ASV_5381	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter	NA
ASV_5382	NA	NA	NA	NA	NA	NA	NA
ASV_5383	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_5384	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	NA	NA
ASV_5385	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
ASV_5386	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Neokomagataea	NA
ASV_5387	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Nguyenibacter	NA
ASV_5388	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	NA	NA
ASV_5389	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5390	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea	NA
ASV_5391	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea	NA
ASV_5392	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV_5393	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA
ASV_5394	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_5395	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	NA
ASV_5396	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_5397	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA
ASV_5398	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae UCG-002	NA
ASV_5399	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	NA
ASV_5400	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	NA
ASV_5401	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_5402	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
ASV_5403	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5404	Bacteria	NA	NA	NA	NA	NA	NA
ASV_5405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_5406	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
