	AORF10	AORF13	AORF15	AORF16	AORF17	AORM10	AORM11	AORM12	AORM14	AORM16	AORM17	COMOF1	COMOF10	COMOF11	COMOF12	COMOF13	COMOF2	COMOF3	COMOF7	COMOF8	COMOM1	COMOM10	COMOM11	CRORF10	CRORF11	CRORF12	CRORF13	CRORF14	CRORF15	CRORF2	CRORF7	CRORM12	CRORM13	CRORM17	JORF1	JORF12	JORF3	JORF5	JORF9	JORM10	JORM11	JORM13	JORM14	JORM15	JORM16	JORM2	JORM4	JORM5	JORM8
ASV_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	297	0	0	0	0	0	150	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_130	20	0	175	0	4	0	0	26	0	0	60	0	0	11	0	0	0	0	0	0	0	0	34	209	7	0	6	0	0	0	0	0	5	20	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	0	29	0	26	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	159	142	0	0	0	0	0	0	96	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_132	0	0	51	0	0	0	0	0	202	0	8	0	0	0	0	0	0	0	0	0	0	4	63	90	31	0	0	0	0	0	0	120	0	15	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_133	0	0	0	0	0	22	44	0	0	0	58	0	59	0	27	30	0	0	0	0	0	0	0	140	32	75	24	38	42	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_136	0	0	0	0	0	0	37	0	0	0	0	0	0	0	53	396	0	0	0	0	0	0	89	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_137	107	41	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_138	0	0	0	7	0	0	117	0	0	0	205	0	19	0	0	67	0	0	0	0	0	0	0	30	11	39	0	0	68	0	0	0	35	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_139	0	0	0	0	1	1	2	0	8	3	12	0	3	6	1	1	1	8	0	1	1	0	0	15	4	5	21	6	55	63	16	6	9	7	5	0	31	22	19	7	122	15	22	9	54	9	11	12	10
ASV_140	0	0	27	0	0	0	0	0	0	0	0	36	0	0	0	0	35	40	83	69	45	0	0	155	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	33	26	0	0
ASV_141	72	0	0	0	0	0	137	0	0	0	0	0	0	0	0	83	15	8	10	12	0	0	98	0	19	0	0	0	112	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	0	0	0	0	0	0	19	0	0	0	0	0	0	0	20	292	0	0	0	0	0	22	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_144	16	0	11	0	0	13	29	0	25	0	178	0	5	4	5	15	0	0	0	0	0	0	72	63	27	17	0	6	28	0	0	17	14	24	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	0	24	0	0	0	18	12	0	0	65	8	27	11	0	0	0	0	9	14	7	0	95	42	89	53	0	0	16	0	0	0	15	51	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9
ASV_146	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_147	0	0	0	6	5	198	0	0	38	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	97	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_148	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	166	59	105	0	0	30	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
ASV_149	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_150	19	12	10	0	4	0	0	16	0	0	5	0	0	0	0	9	0	0	0	0	0	15	49	9	214	0	13	0	12	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_151	47	149	278	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_153	0	0	24	0	0	11	0	0	221	0	0	0	0	12	0	0	0	0	0	0	0	0	0	26	0	12	0	0	0	0	0	156	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_154	0	0	0	0	0	0	0	60	0	0	0	0	0	0	29	57	0	0	0	0	0	333	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_155	27	20	0	0	0	0	104	0	0	0	14	0	5	0	2	48	0	0	0	0	0	0	179	62	0	0	3	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_156	72	69	15	0	0	0	39	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	76	23	86	0	0	0	16	0	0	0	37	54	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_158	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	0	0	0	0	0	0	0	0	10	8	0	0	7	44	0	0	15	292	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_159	0	0	0	16	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	76	234	0	66	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	139	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0
ASV_161	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	137	164	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	32	0	0	0	0	0	12	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_164	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_165	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	26	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	36	0	0	21	58	12	35	75	17	10	21	61	10	14	29
ASV_166	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0	31	0	0	12	25	129	40	0	19	100	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
ASV_167	9	0	0	0	0	0	0	19	0	0	61	0	6	10	4	14	0	0	0	0	0	15	84	24	102	9	20	15	0	0	0	0	18	42	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_168	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	102	94	0	28	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0
ASV_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_170	0	0	0	0	0	16	0	4	0	16	0	0	0	4	17	34	0	0	0	0	0	13	350	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_171	0	0	0	3	0	11	18	0	0	5	0	0	0	0	9	279	0	0	0	0	0	30	73	0	3	0	0	8	12	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_172	110	0	97	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	78	69	0	0	47	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_173	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	357	0	0	0	0	0	23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_174	10	11	0	0	0	5	38	11	14	16	32	0	0	6	0	15	0	0	0	0	0	8	19	12	111	17	0	5	17	0	0	8	13	60	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_175	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	21	17	10	0	22	0
ASV_176	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	225	0	0	0	21	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_177	0	0	0	6	0	0	1	0	0	0	5	0	43	0	0	0	0	0	0	0	0	0	0	0	124	61	0	0	0	0	0	0	111	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_178	46	0	0	0	0	44	40	54	0	85	0	0	0	0	22	21	0	0	0	0	0	0	0	32	0	0	0	0	24	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_179	0	0	0	21	0	0	0	21	0	13	9	0	56	0	8	0	0	0	0	0	0	0	17	41	92	82	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_180	0	0	0	0	0	0	37	44	0	0	0	0	0	0	32	178	0	0	0	0	0	65	33	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_182	6	13	15	0	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	6	173	0	10	0	20	0	0	0	17	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_184	0	0	0	0	0	4	12	6	3	10	8	0	7	7	8	11	11	0	1	11	4	0	7	8	7	5	50	3	66	52	18	1	20	4	4	0	0	9	8	2	6	0	0	0	12	3	1	1	7
ASV_185	0	8	12	0	0	0	0	32	0	87	28	0	24	0	0	0	0	0	0	0	0	53	27	34	25	0	0	0	0	0	0	16	6	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_187	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	211	0	0	11	0	0	0	94	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_188	0	63	0	0	0	46	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	206	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	14	15	19	9	21	22	15	13	16	15	13	8	168
ASV_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_191	0	0	7	0	0	9	4	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	271	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_194	0	0	0	0	0	19	0	0	169	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	113	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_195	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	105	0	0	0	0	0	0	231	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_196	0	0	2	0	0	0	0	0	0	178	177	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_198	0	77	75	0	0	0	20	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	7	126	0	0	0	0	19	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	188	98	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV_200	0	0	30	0	0	0	0	0	16	53	12	0	33	0	0	0	0	0	0	0	0	0	0	73	42	79	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	128	198	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_202	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_203	0	88	40	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	111	0	19	0	0	0	0	0	9	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_204	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	133	0	0	0	0	25	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_205	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_206	0	10	0	0	0	0	0	0	0	60	0	0	0	11	0	0	0	0	0	0	0	0	40	87	54	23	31	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_207	0	173	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	27	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_208	0	0	0	0	0	0	0	0	0	187	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_210	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	46	63	78	0	0	0	0	21	0	0	0	0	19	0	0	0	90	0	0	0	0
ASV_211	72	59	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	40	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	177	43	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
ASV_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_215	0	0	0	7	0	0	0	37	0	0	52	0	13	0	3	6	0	0	0	0	0	24	98	19	20	39	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_216	0	0	13	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_217	0	59	0	0	0	0	0	24	0	0	32	0	0	0	0	10	0	0	0	0	0	9	36	13	52	0	0	0	13	0	0	0	21	45	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_218	0	15	10	0	7	12	0	10	0	0	10	0	0	5	0	18	10	11	21	0	27	0	91	6	6	10	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
ASV_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_220	0	0	0	0	0	37	22	0	6	8	0	0	0	0	5	186	0	0	0	0	0	0	44	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_221	0	0	0	0	0	26	9	21	0	0	51	0	0	0	19	13	0	0	0	0	0	0	0	105	20	0	0	29	9	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_223	0	34	0	0	0	0	0	0	0	123	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_225	0	47	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	194	0	14	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_226	0	0	0	0	0	0	0	0	112	0	0	0	21	20	0	0	0	0	0	0	0	0	0	17	0	44	15	20	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	24	14	90	48	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
ASV_228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_229	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_230	47	0	0	14	0	14	0	0	0	0	18	0	44	0	24	0	0	0	0	0	0	0	59	27	0	39	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_232	0	0	106	0	0	109	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_233	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	20	22	50	35	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	0	65
ASV_234	0	0	0	0	0	10	0	0	72	0	0	0	24	0	12	0	0	0	0	0	0	0	0	0	16	29	0	27	0	0	0	63	0	18	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0
ASV_236	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	45	0	80	44	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	16	0	0
ASV_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_238	33	0	33	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	62	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_239	0	7	0	0	0	21	19	12	0	0	41	0	7	0	6	10	0	0	0	7	0	14	31	23	32	22	0	5	7	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_240	0	0	25	0	0	0	41	17	0	0	19	0	0	17	0	26	0	0	0	0	0	0	0	0	0	0	17	0	35	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_241	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	41	0	0	0	0	0	194	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_242	0	0	0	0	0	0	66	19	0	0	0	0	0	0	10	154	0	0	0	0	0	27	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	27	81	0	0	0	66	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
ASV_244	0	0	0	0	0	0	0	0	94	65	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	22	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_248	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	218	0	0	0	0	9	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_250	0	0	0	0	0	55	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	120	0	35	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_251	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	94	0	0	0	0	0	0	0	0	0	25	0	0	0	65	0	0	0	0
ASV_252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	132	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_253	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	25	13	76	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	0	9
ASV_254	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	69	24	62	0	0	0	0	0	0	0	7	23	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_255	7	0	0	0	0	11	0	0	74	0	10	0	0	0	8	0	0	0	0	0	0	0	17	33	15	0	21	10	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	120	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_260	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
